county,city,state,zipCode,georeference,streetName,streetNumber
Warren,QUEENSBURY,NY,12804,POINT (-73.63726 43.34009),CRONIN RD,195
Queens,BAYSIDE,NY,11361,POINT (-73.77609 40.75856),NORTHERN BLVD.,207-14
Nassau,LAWRENCE,NY,11559,POINT (-73.73659 40.62588),ROCKAWAY TPIKE,315
Queens,ASTORIA,NY,11106,POINT (-73.9283 40.76335),BROADWAY,25-02
Queens,CORONA,NY,11368,POINT (-73.87209 40.75696),NORTHERN BLVD.,96-02
Richmond,STATEN ISLAND,NY,10304,POINT (-74.07613 40.63168),BAY ST,425
Onondaga,SYRACUSE,NY,13204,POINT (-76.16428 43.04317),GIFFORD ST,504
Hamilton,LONG LAKE,NY,12847,POINT (-74.4189 43.96876),MAIN ST,1142
New York,NEW YORK,NY,10029,POINT (-73.94586 40.79283),LEXINGTON AVE,1705
Bronx,BRONX,NY,10458,POINT (-73.88997 40.86337),E 194TH ST  FRNT A,385
Otsego,MILFORD,NY,13807,POINT (-74.94904 42.57689),ST HWY 28,3634
Westchester,YONKERS,NY,10704,POINT (-73.85842 40.91407),YONKERS AVE,1045
Dutchess,WAPPINGERS FALLS,NY,12590,POINT (-73.91122 41.59816),ROUTE 9  4A,1574
Albany,ALBANY,NY,12208,POINT (-73.78239 42.6603),ONTARIO ST,301-303
Kings,BROOKLYN,NY,11204,POINT (-73.99169 40.62125),17TH AVE,6321
Queens,FLUSHING,NY,11355,POINT (-73.83253 40.75278),COLLEGE POINT BLVD,44-44
New York,NEW YORK,NY,10128,POINT (-73.9575 40.78265),MADISON AVE,1231
Queens,ASTORIA,NY,11106,POINT (-73.92592 40.75904),34TH AVENUE,32-20
Kings,BROOKLYN,NY,11208,POINT (-73.88222 40.67651),LIBERTY AVE,743
Albany,ALBANY,NY,12206,POINT (-73.77183 42.67036),ONTARIO ST,46
Nassau,LONG BEACH,NY,11561,POINT (-73.66306 40.5884),E PARK AVE,24
Queens,OZONE PARK,NY,11416,POINT (-73.86211 40.67968),101ST AVE,75-07
New York,NEW YORK,NY,10013,POINT (-73.99674 40.71845),MOTT ST,128
Steuben,CANISTEO,NY,14823,POINT (-77.60613 42.27092),W MAIN ST,12
Greene,CAIRO,NY,12413,POINT (-73.98186 42.28981),MAIN ST,29
Westchester,JEFFERSON VALLEY,NY,10535,POINT (-73.80962 41.33221),LEE RD PO BOX 518,3651
Yates,MIDDLESEX,NY,14507,POINT (-77.26437 42.71742),RT 245,910
Albany,ALBANY,NY,12206,POINT (-73.79159 42.68056),CENTRAL AVE,900
Ulster,ACCORD,NY,12404,POINT (-74.22246 41.79386),RT 209,4990
Oneida,NEW HARTFORD,NY,13413,POINT (-75.2955 43.07693),NEW HARTFORD SHOPPING CENT  ,15
Suffolk,WADING RIVER,NY,11792,POINT (-72.85778 40.94374),RTE 25A,291
Sullivan,LIBERTY,NY,12754,POINT (-74.72039 41.78414),STATE RT 52,1955
Chautauqua,FREDONIA,NY,14063,POINT (-79.31018 42.45476),BENNETT RD,10401
Erie,BUFFALO,NY,14206,POINT (-78.81938 42.88482),WILLIAM ST,1400
Erie,ORCHARD PARK,NY,14127,POINT (-78.74525 42.76712),WEST QUAKER,6445
Kings,BROOKLYN,NY,11204,POINT (-73.99439 40.61495),18TH AVE,7205
Oneida,UTICA,NY,13502,POINT (-75.25637 43.10819),WHITESBORO ST,1606
Oneida,UTICA,NY,13501,POINT (-75.19794 43.09017),CULVER AVE.,600
Monroe,WEBSTER,NY,14580,POINT (-77.38729 43.2225),BASKET RD,800
Queens,WHITESTONE,NY,11357,POINT (-73.80918 40.77773),154TH ST,22-18
New York,NEW YORK,NY,10023,POINT (-73.98226 40.77126),BROADWAY,1889
New York,NEW YORK,NY,10029,POINT (-73.94476 40.79741),PARK AVENUE,1580
Kings,BROOKLYN,NY,11249,POINT (-73.95751 40.71861),N 8TH ST,149
Westchester,CROTON ON HUDSON,NY,10520,POINT (-73.88133 41.19485),SOUTH RIVERSIDE AVE,379
Columbia,VALATIE,NY,12184,POINT (-73.68868 42.42823),RT 9 SUITE 400,2967
Bronx,BRONX,NY,10469,POINT (-73.84669 40.87693),BOSTON ROAD,3493
Kings,BROOKLYN,NY,11220,POINT (-74.00742 40.64444),6TH AVE,4821
Rockland,SPRING VALLEY,NY,10977,POINT (-74.04097 41.12749),N MAIN STREET,294
Schenectady,SCHENECTADY,NY,12303,POINT (-73.95138 42.79527),CONGRESS ST,1102
Monroe,FAIRPORT,NY,14450,POINT (-77.4599 43.10092),FAIRPORT RD,1350
Bronx,BRONX,NY,10475,POINT (-73.82216 40.86404),EINSTEIN LOOP,159
Kings,BROOKLYN,NY,11208,POINT (-73.86579 40.67771),GRANT AVE,534
Bronx,BRONX,NY,10462,POINT (-73.85212 40.84053),ZEREGA AVE,1736
Nassau,JERICHO,NY,11753,POINT (-73.5652 40.77748),JERICHO TPKE,39
Oneida,WATERVILLE,NY,13480,POINT (-75.42662 42.92018),ROUTE 20,6945
Nassau,SEA CLIFF,NY,11579,POINT (-73.63269 40.8374),GLEN COVE AVE,700
Niagara,NIAGARA FALLS,NY,14305,POINT (-79.03975 43.10319),18TH ST,1519
Suffolk,KINGS PARK,NY,11754,POINT (-73.22952 40.88288),ROUTE 25A,609
Bronx,BRONX,NY,10468,POINT (-73.89095 40.87034),GRAND CONCOURSE STORE  2,2853
Broome,ENDICOTT,NY,13760,POINT (-76.06515 42.12881),UNION CENTER MAINE HWY,1550
Nassau,HEMPSTEAD,NY,11550,POINT (-73.62072 40.71772),A CLINTON ST,393
Suffolk,WEST ISLIP,NY,11795,POINT (-73.30661 40.69678),MONTAUK HWY,564
Kings,BROOKLYN,NY,11238,POINT (-73.96594 40.67717),UNDERHILL AVENUE,119
Bronx,BRONX,NY,10461,POINT (-73.83637 40.8435),MIDDLETOWN ROAD,2801
Kings,BROOKLYN,NY,11226,POINT (-73.95972 40.65494),FLATBUSH AVENUE,738
Bronx,BRONX,NY,10458,POINT (-73.8869 40.86722),E 198TH ST (AKA:2820 MARION A,351
New York,NEW YORK,NY,10003,POINT (-73.99214 40.73468),UNIVERSITY PL,119
Wayne,SODUS POINT,NY,14555,POINT (-76.9819 43.27059),BAY ST,8463
Queens,MIDDLE VILLAGE,NY,11379,POINT (-73.8792 40.72586),CALDWELL AVE,80-05
Queens,FLUSHING,NY,11354,POINT (-73.81998 40.76508),NORTHERN BLVD,146-26
New York,NEW YORK,NY,10012,POINT (-73.99667 40.72093),MULBERRY ST,183
Livingston,GENESEO,NY,14454,POINT (-77.78024 42.79908),MORGAN VIEW RD,4566
Bronx,BRONX,NY,10467,POINT (-73.86915 40.87148),BURKE AVE  1,655
Orange,NEW WINDSOR,NY,12553,POINT (-74.03841 41.46473),BLOOMING GROVE TPK,436
Saratoga,BALLSTON LAKE,NY,12019,POINT (-73.8091 42.93553),ROUND LAKE ROAD,27
Kings,BROOKLYN,NY,11207,POINT (-73.90911 40.68212),BROADWAY,1787
New York,NEW YORK,NY,10029,POINT (-73.94484 40.79134),3RD AVE,1915
Erie,AMHERST,NY,14221,POINT (-78.69796 42.99963),TRANSIT RD,8530
Montgomery,FONDA,NY,12068,POINT (-74.37791 42.95429),W MAIN ST,41
Bronx,BRONX,NY,10472,POINT (-73.87801 40.82868),1528A/1526A WESTCHESTER AVE,1528
Ontario,STANLEY,NY,14561,POINT (-77.10353 42.85776),ST RTE 5 & 20,2200
Kings,BROOKLYN,NY,11226,POINT (-73.94913 40.65082),CHURCH AVE,3008
Westchester,ELMSFORD,NY,10523,POINT (-73.81954 41.05484),E MAIN ST,7-11
Hamilton,PISECO,NY,12139,POINT (-74.59456 43.39262),OLD PISECO RD,1542
New York,NEW YORK,NY,10016,POINT (-73.98105 40.74458),LEXINGTON AVE,180
Oneida,ROME,NY,13440,POINT (-75.46551 43.21311),ERIE BLVD W,405
Niagara,LOCKPORT,NY,14094,POINT (-78.6969 43.14705),S TRANSIT RD,5735
New York,NEW YORK,NY,10036,POINT (-73.99375 40.76199),10TH AVE,648
Oneida,UTICA,NY,13501,POINT (-75.28032 43.07704),GENESEE ST,2639
New York,NEW YORK,NY,10022,POINT (-73.96468 40.75593),1ST AVE,967
Kings,BROOKLYN,NY,11209,POINT (-74.02918 40.62809),3RD AVE.,7918
Kings,BROOKLYN,NY,11219,POINT (-73.99388 40.62987),14TH AVE,5520
Orange,MONROE,NY,10950,POINT (-74.15085 41.3157),BAILEY FARM RD  103,128
Queens,JACKSON HEIGHTS,NY,11372,POINT (-73.89061 40.74908),37TH AVE,75-07
Erie,BUFFALO,NY,14215,POINT (-78.81369 42.94553),BAILEY AVENUE,3327
Bronx,BRONX,NY,10467,POINT (-73.86718 40.87029),WHITE PLAINS RD,3035
Queens,HOWARD BEACH,NY,11414,POINT (-73.83756 40.64945),CROSSBAY BLVD,164-44
Westchester,WHITE PLAINS,NY,10603,POINT (-73.77709 41.06441),VIRGINIA RD,71
Suffolk,ST JAMES,NY,11780,POINT (-73.14339 40.86132),MIDDLE COUNTRY RD,889
Dutchess,STORMVILLE,NY,12582,POINT (-73.74748 41.57149),RT 216,181
Bronx,BRONX,NY,10453,POINT (-73.90378 40.85858),JEROME AVE,2278
Orange,CHESTER,NY,10918,POINT (-74.2807 41.3502),LEONE LANE,32
Chemung,ELMIRA,NY,14901,POINT (-76.80476 42.10342),LAKE STREET,951
Cayuga,AUBURN,NY,13021,POINT (-76.55067 42.94465),GRANT AVE,150
Erie,DEPEW,NY,14043,POINT (-78.69694 42.93597),TRANSIT ROAD,6439
Westchester,WHITE PLAINS,NY,10603,POINT (-73.80461 41.04594),KNOLLWOOD RD,381
Kings,BROOKLYN,NY,11207,POINT (-73.88422 40.65921),STANLEY AVE,655
Westchester,PELHAM,NY,10803,POINT (-73.82038 40.89309),PELHAM PKWY,806
Kings,BROOKLYN,NY,11229,POINT (-73.95415 40.61044),KINGS HWY,1918
Cayuga,AUBURN,NY,13021,POINT (-76.55631 42.93762),ARTERIAL EAST,70
Kings,BROOKLYN,NY,11217,POINT (-73.9817 40.6841),DEAN ST,303
Oneida,NEW HARTFORD,NY,13413,POINT (-75.29565 43.07691),NEW HARTFORD SHOP CTR  10,36
Orange,FLORIDA,NY,10921,POINT (-74.35841 41.33824),N MAIN ST,172
Tompkins,ITHACA,NY,14850,POINT (-76.49895 42.43837),S CAYUGA ST,210
Westchester,OSSINING,NY,10562,POINT (-73.86407 41.16077),MAIN STREET,127
Delaware,WALTON,NY,13856,POINT (-75.13089 42.16838),DELAWARE ST,156
Queens,HOLLIS,NY,11423,POINT (-73.76527 40.71844),HILLSIDE AVE. STE 3,197-02
Kings,BROOKLYN,NY,11212,POINT (-73.9081 40.67009),PITKIN AVE  A,1763
Monroe,ROCHESTER,NY,14621,POINT (-77.58227 43.19799),EAST RIDGE ROAD,1296
Onondaga,SYRACUSE,NY,13212,POINT (-76.14444 43.11777),BREWERTON RD,3720
Bronx,BRONX,NY,10452,POINT (-73.92831 40.83483),OGDEN AVE,1070
New York,NEW YORK,NY,10065,POINT (-73.96234 40.76738),3RD AVE,1175
Kings,BROOKLYN,NY,11221,POINT (-73.93099 40.6946),BROADWAY,1076
Kings,BROOKLYN,NY,11217,POINT (-73.97815 40.68473),4TH AVE,12
Erie,SPRINGVILLE,NY,14141,POINT (-78.68936 42.50866),S CASCADE DR,21
Columbia,HUDSON,NY,12534,POINT (-73.76734 42.25488),FAIRVIEW AVE,160
Kings,BROOKLYN,NY,11235,POINT (-73.95059 40.58343),EMMONS AVE,1729
Queens,FAR ROCKAWAY,NY,11691,POINT (-73.75235 40.60394),MOTT AVE,19-18
Livingston,DANSVILLE,NY,14437,POINT (-77.7933 42.59693),KYSORVILLE BYERSVILLE RD,8851
Bronx,BRONX,NY,10456,POINT (-73.89802 40.83332),CROTONA AVE,1382
Kings,BROOKLYN,NY,11204,POINT (-73.98871 40.61378),20TH AVE,6923
Kings,BROOKLYN,NY,11223,POINT (-73.97722 40.59655),AVENUE U,184
Queens,BELLEROSE,NY,11426,POINT (-73.72125 40.74267),UNION TPKE,248-27
Kings,BROOKLYN,NY,11211,POINT (-73.95963 40.71526),N 3RD STREET,159
Orange,WASHINGTONVILLE,NY,10992,POINT (-74.16257 41.42871),BROTHERHOOD PLAZA,30
Erie,EAST AURORA,NY,14052,POINT (-78.63017 42.76879),BUFFALO RD,41
Suffolk,MATTITUCK,NY,11952,POINT (-72.53913 40.98484),MAIN ROAD,9945
Monroe,MENDON,NY,14506,POINT (-77.50768 42.99968),ASSEMBLY DR,51
Kings,BROOKLYN,NY,11201,POINT (-73.98392 40.70301),WATER ST STE 103,247
New York,NEW YORK,NY,10016,POINT (-73.97682 40.74518),EAST 34TH ST,222
Queens,OZONE PARK,NY,11417,POINT (-73.84116 40.68095),LIBERTY AVE,98-03
Kings,BROOKLYN,NY,11206,POINT (-73.93771 40.69367),PULASKI ST,333
Dutchess,FISHKILL,NY,12524,POINT (-73.90006 41.53536),BROAD ST,6
New York,NEW YORK,NY,10033,POINT (-73.9354 40.84703),ST NICHOLAS AVE,1348B
Bronx,BRONX,NY,10456,POINT (-73.9095 40.83249),WEBSTER AVE,1227
Queens,KEW GARDENS,NY,11415,POINT (-73.82978 40.71371),QUEENS BLVD,120-20
Herkimer,STRATFORD,NY,13470,POINT (-74.69517 43.17976),STATE RT 29A,6186
Richmond,STATEN ISLAND,NY,10303,POINT (-74.16432 40.6266),FOREST AVE. STORE  8,2236
Niagara,NORTH TONAWANDA,NY,14120,POINT (-78.84066 43.06081),NIAGARA FALLS BLVD SUITE 106,908
Erie,BUFFALO,NY,14214,POINT (-78.82936 42.94813),MAIN ST,3060
Kings,BROOKLYN,NY,11214,POINT (-74.00435 40.60294),BATH AVE,1858
Kings,BROOKLYN,NY,11216,POINT (-73.95003 40.6748),NOSTRAND AVE.,651
Queens,WOODSIDE,NY,11377,POINT (-73.90353 40.74536),61ST STREET,3974
Bronx,BRONX,NY,10459,POINT (-73.89184 40.83029),SOUTHERN BLVD,1301
Monroe,NORTH CHILI,NY,14514,POINT (-77.80637 43.11948),BUFFALO RD,4385
Kings,BROOKLYN,NY,11233,POINT (-73.92279 40.67104),STERLING PLACE,1700
Albany,ALBANY,NY,12210,POINT (-73.76783 42.65195),1/2 DELAWARE AVE,12
Suffolk,BRENTWOOD,NY,11717,POINT (-73.21074 40.76652),ISLIP AVE,1038
Nassau,FREEPORT,NY,11520,POINT (-73.58418 40.65356),W MERRICK RD,94-96
Westchester,VALHALLA,NY,10595,POINT (-73.7795 41.06593),VIRGINIA ROAD,85
Nassau,OCEANSIDE,NY,11572,POINT (-73.63965 40.63739),LONG BEACH ROAD,3015
Fulton,GLOVERSVILLE,NY,12078,POINT (-74.34037 43.06317),N MAIN ST,372
Suffolk,NORTHPORT,NY,11768,POINT (-73.34154 40.89181),SALONGA ROAD,395G
Broome,VESTAL,NY,13850,POINT (-75.99974 42.09613),VESTAL PKWY E,3151
Kings,BROOKLYN,NY,11215,POINT (-73.98208 40.66231),8TH AVE,1419
Kings,BROOKLYN,NY,11216,POINT (-73.94898 40.68036),FULTON ST,1307
Rockland,SPRING VALLEY,NY,10977,POINT (-74.04134 41.12439),N MAIN ST,238-B
Kings,BROOKLYN,NY,11236,POINT (-73.89672 40.63495),AVENUE M,9202
Franklin,TUPPER LAKE,NY,12986,POINT (-74.46323 44.22738),DEMARS BLVD  STE 5,16
Queens,WOODHAVEN,NY,11421,POINT (-73.86233 40.69212),JAMAICA AVE,80-01
Kings,BROOKLYN,NY,11213,POINT (-73.9252 40.67283),BUFFALO AVE,184
Nassau,HICKSVILLE,NY,11801,POINT (-73.50186 40.76937),E OLD COUNTRY ROAD,499
Suffolk,AMITYVILLE,NY,11701,POINT (-73.41119 40.66947),MONTAUK HWY,282
Kings,BROOKLYN,NY,11207,POINT (-73.89668 40.67179),PITKIN AVE,2053
Nassau,OCEANSIDE,NY,11572,POINT (-73.65391 40.63531),LAWSON BLVD,3125
Orange,MIDDLETOWN,NY,10940,POINT (-74.39616 41.45537),RT 211 EAST,357
Kings,BROOKLYN,NY,11228,POINT (-74.00472 40.62291),13TH AVENUE,7002
Chautauqua,LAKEWOOD,NY,14750,POINT (-79.29558 42.09786),E FAIRMOUNT AVE,409
Dutchess,HYDE PARK,NY,12538,POINT (-73.93041 41.76128),ALBANY POST RD,3969
Kings,BROOKLYN,NY,11211,POINT (-73.96301 40.70083),KENT AVENUE,677
Queens,LITTLE NECK,NY,11362,POINT (-73.73851 40.75556),61ST AVE,242-02
Erie,BUFFALO,NY,14228,POINT (-78.8073 43.0272),COMMERCE DR STE 200,415
Dutchess,SALT POINT,NY,12578,POINT (-73.75627 41.78272),ROUTE 44 & 82,2523
Queens,JAMAICA,NY,11433,POINT (-73.78099 40.7031),177TH ST,10515
Oswego,FULTON,NY,13069,POINT (-76.41505 43.32152),S SECOND ST,163
Nassau,ISLAND PARK,NY,11558,POINT (-73.64917 40.60592),AUSTIN BLVD,4257
New York,NEW YORK,NY,10003,POINT (-73.99411 40.73239),UNIVERSITY PL,45
Rensselaer,SCHAGHTICOKE,NY,12154,POINT (-73.58505 42.90643),MAIN STREET,4
Kings,BROOKLYN,NY,11236,POINT (-73.90759 40.64712),FOSTER AVE,9423
Erie,ORCHARD PARK,NY,14127,POINT (-78.74387 42.76629),S BUFFALO ST,4298
Suffolk,NORTHPORT,NY,11768,POINT (-73.33865 40.89272),SALONGA RD,454
New York,NEW YORK,NY,10001,POINT (-73.99482 40.74522),7TH AVENUE,259
Westchester,PLEASANTVILLE,NY,10570,POINT (-73.79181 41.13573),WASHINGTON AVE,15
Oneida,TABERG,NY,13471,POINT (-75.61599 43.29844),4094 RT 69,4092
New York,NEW YORK,NY,10033,POINT (-73.93617 40.84597),ST NICHOLAS AVE,1317
New York,NEW YORK,NY,10036,POINT (-73.99299 40.76303),10TH AVE,693
New York,NEW YORK,NY,10019,POINT (-73.99141 40.76522),10TH AVE,748
New York,NEW YORK,NY,10002,POINT (-73.99309 40.71656),HESTER ST,111
Kings,BROOKLYN,NY,11215,POINT (-73.98439 40.65969),8TH AVE,1689
Schenectady,SCHENECTADY,NY,12306,POINT (-73.97131 42.78715),CURRY ROAD,957
Yates,DUNDEE,NY,14837,POINT (-76.9756 42.5239),SENECA ST,16
Oneida,UTICA,NY,13502,POINT (-75.24701 43.10365),COURT ST,1000
Cayuga,AUBURN,NY,13021,POINT (-76.56385 42.93217),LOOP RD,1
Washington,GREENWICH,NY,12834,POINT (-73.50748 43.09545),MAIN ST,204
New York,NEW YORK,NY,10038,POINT (-74.00556 40.7118),PACE PLAZA,1
Monroe,ROCHESTER,NY,14613,POINT (-77.63888 43.18491),DEWEY AVE,1040-1042
Nassau,HEMPSTEAD,NY,11550,POINT (-73.62759 40.70921),N FRANKLIN ST,100A
Bronx,BRONX,NY,10472,POINT (-73.87797 40.83398),E 174TH ST,1562
Suffolk,WEST BABYLON,NY,11704,POINT (-73.34195 40.71498),SUNRISE HWY,729
Queens,WOODSIDE,NY,11377,POINT (-73.90121 40.74558),63RD ST,39-39
Bronx,BRONX,NY,10462,POINT (-73.86693 40.85449),LYDIG AVE,716
Nassau,CEDARHURST,NY,11516,POINT (-73.72462 40.62294),CEDARHURST AVE,142
New York,NEW YORK,NY,10013,POINT (-74.00393 40.72578),AVENUE OF THE AMERICAS,161
Westchester,ELMSFORD,NY,10523,POINT (-73.81474 41.06209),SAW MILL RIVER RD,215
Genesee,BASOM,NY,14013,POINT (-78.39098 43.09626),ALLEGHANY RD RT 77,6543
Nassau,SEAFORD,NY,11783,POINT (-73.48268 40.66705),MERRICK RD,4055
Monroe,ROCHESTER,NY,14609,POINT (-77.56671 43.16026),CULVER RD,821
Broome,CONKLIN,NY,13748,POINT (-75.8144 42.07023),CONKLIN RD,1113
Dutchess,WAPPINGERS FALLS,NY,12590,POINT (-73.907 41.5893),RTE 9,1468
Nassau,EAST ROCKAWAY,NY,11518,POINT (-73.66547 40.64933),CENTRE AVE,8
Queens,FLUSHING,NY,11355,POINT (-73.82812 40.7549),MAIN ST,42-13
Albany,ALBANY,NY,12205,POINT (-73.80354 42.72111),WOLF RD,156
Bronx,BRONX,NY,10451,POINT (-73.92028 40.82795),SHERIDAN AVENUE,917
Broome,WHITNEY POINT,NY,13862,POINT (-75.9685 42.32901),MAIN ST,2649
Suffolk,GREENLAWN,NY,11740,POINT (-73.35081 40.86882),PULASKI ROAD,777
Suffolk,HUNTINGTON,NY,11743,POINT (-73.3681 40.83992),PARK AVENUE,1028
New York,NEW YORK,NY,10013,POINT (-73.99947 40.72021),GRAND ST,143
Queens,JAMAICA,NY,11435,POINT (-73.8061 40.69487),LIBERTY AVE,146-04
Onondaga,NORTH SYRACUSE,NY,13212,POINT (-76.11072 43.12538),E TAFT RD,5919
Suffolk,LINDENHURST,NY,11757,POINT (-73.38118 40.67159),W MONTAUK HWY,686
Clinton,ROUSES POINT,NY,12979,POINT (-73.36494 44.99461),LAKE ST,64
Kings,BROOKLYN,NY,11207,POINT (-73.91109 40.6901),CENTRAL AVENUE,545
Kings,BROOKLYN,NY,11211,POINT (-73.94431 40.71409),GRAHAM AVE,330
New York,NEW YORK,NY,10040,POINT (-73.9307 40.85347),ST NICHOLAS AVE,1554
Nassau,PORT WASHINGTON,NY,11050,POINT (-73.68381 40.82921),PORT WASHINGTON BLVD,927
Bronx,BRONX,NY,10451,POINT (-73.91514 40.82176),MELROSE AVE,766
Nassau,INWOOD,NY,11096,POINT (-73.74626 40.61584),DOUGHTY BLVD,148A
Orleans,LYNDONVILLE,NY,14098,POINT (-78.38876 43.32206),N MAIN ST,30
Monroe,EAST ROCHESTER,NY,14445,POINT (-77.49529 43.11576),WEST COMMERCIAL ST,420
Suffolk,AMITYVILLE,NY,11701,POINT (-73.4226 40.67159),MERRICK RD,20
Richmond,STATEN ISLAND,NY,10306,POINT (-74.113 40.56714),HYLAN BLVD,2656
Richmond,STATEN ISLAND,NY,10306,POINT (-74.11798 40.57322),NEW DORP PLAZA N,81
Kings,BROOKLYN,NY,11212,POINT (-73.90841 40.66873),BELMONT STREET,51
Kings,BROOKLYN,NY,11207,POINT (-73.88852 40.6657),VAN SICLEN AVE,570
Kings,BROOKLYN,NY,11208,POINT (-73.87303 40.68338),FULTON STREET,3317
Queens,FLUSHING,NY,11354,POINT (-73.83764 40.76694),WHITESTONE EXPWAY,31-85
St. Lawrence,GOUVERNEUR,NY,13642,POINT (-75.5936 44.40808),STATE HWY 58,6641
Albany,ALBANY,NY,12202,POINT (-73.76958 42.63925),2ND AVE,190
Erie,BUFFALO,NY,14206,POINT (-78.83921 42.88406),FILMORE AVE,389
Rensselaer,EAST GREENBUSH,NY,12061,POINT (-73.70228 42.62008),TROY RD,95
Kings,BROOKLYN,NY,11213,POINT (-73.92559 40.6703),SAINT JOHNS PLACE,1588
Bronx,BRONX,NY,10457,POINT (-73.90239 40.84511),WEBSTER AVE,1752
Allegany,FILLMORE,NY,14735,POINT (-78.13327 42.50041),LAPP ROAD,11489
Nassau,WANTAGH,NY,11793,POINT (-73.50664 40.70162),SAND HILL RD.,611
Kings,BROOKLYN,NY,11212,POINT (-73.91103 40.67082),ROCKAWAY AVE,375
Franklin,MALONE,NY,12953,POINT (-74.28358 44.84969),E MAIN ST,554
Queens,FLUSHING,NY,11354,POINT (-73.82685 40.76039),ROOSEVELT AVE,136-91
Suffolk,SHIRLEY,NY,11967,POINT (-72.85933 40.80258),MONTAUK HWY,1025
Jefferson,DEXTER,NY,13634,POINT (-76.04662 44.00133),FOSTER PARK RD,16234
New York,NEW YORK,NY,10031,POINT (-73.9502 40.82663),BROADWAY,3542
New York,NEW YORK,NY,10027,POINT (-73.94876 40.8085),7TH AVE,2084
Kings,BROOKLYN,NY,11238,POINT (-73.95728 40.68692),LEXINGTON AVE,125
Kings,BROOKLYN,NY,11233,POINT (-73.91491 40.68432),MACDONOUGH STREET,787
Queens,RIDGEWOOD,NY,11385,POINT (-73.89713 40.70689),FRESH POND RD,66-66
Kings,BROOKLYN,NY,11206,POINT (-73.93924 40.69924),BROADWAY,832
Bronx,BRONX,NY,10452,POINT (-73.92461 40.8383),W 168TH STREET,106
Essex,KEESEVILLE,NY,12944,POINT (-73.44754 44.50635),MACE CHASM RD,810
Orange,WESTTOWN,NY,10998,POINT (-74.54245 41.33486),ROUTE 284,748
Rockland,PEARL RIVER,NY,10965,POINT (-74.013 41.0615),N MIDDLETOWN RD,77
Bronx,BRONX,NY,10468,POINT (-73.90785 40.86285),W FORDHAM RD,150
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.92056 41.70156),MAIN STREET STORE UNIT 1,468
Erie,EAST AURORA,NY,14052,POINT (-78.63312 42.76475),GREY ST,130
Queens,FLUSHING,NY,11358,POINT (-73.8051 40.76277),NORTHERN BLVD,160-06
Kings,BROOKLYN,NY,11219,POINT (-74.0016 40.62246),14TH AVE,6820
Onondaga,SYRACUSE,NY,13210,POINT (-76.13011 43.02444),E CALVIN STREET,1202
Monroe,BROCKPORT,NY,14420,POINT (-77.93842 43.21562),MAIN ST,50
Erie,DEPEW,NY,14043,POINT (-78.69693 42.88003),TRANSIT RD,4937
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.91596 41.69991),MAIN STREET,551
Onondaga,SYRACUSE,NY,13208,POINT (-76.15574 43.06383),N.SALINA ST,938
Erie,CLARENCE,NY,14031,POINT (-78.60199 42.97947),MAIN ST,10344
Suffolk,SOUTHAMPTON,NY,11968,POINT (-72.38949 40.8866),MAIN ST,93
Queens,JAMAICA,NY,11434,POINT (-73.77709 40.67971),BAISLEY BLVD,166-02
Kings,BROOKLYN,NY,11215,POINT (-73.9854 40.66875),9TH ST,329
Erie,AMHERST,NY,14226,POINT (-78.80374 42.97463),MILLERSPORT HWY,744
Westchester,WHITE PLAINS,NY,10606,POINT (-73.78671 41.03211),CENTRAL AVE,395
Kings,BROOKLYN,NY,11212,POINT (-73.91427 40.66017),RIVERDALE AVE,72
Kings,BROOKLYN,NY,11237,POINT (-73.91948 40.70446),WYCOFF AVE,115
Bronx,BRONX,NY,10455,POINT (-73.90876 40.81603),WESTCHESTER AVE,648-650A
Sullivan,ROSCOE,NY,12776,POINT (-74.91461 41.94125),ROCKLAND RD,65
Erie,KENMORE,NY,14217,POINT (-78.87877 42.96937),ELMWOOD AVE,2644
Sullivan,ROCK HILL,NY,12775,POINT (-74.59778 41.62866),GLEN WILD RD,37
Wyoming,ARCADE,NY,14009,POINT (-78.4124 42.5258),RT 98,7862
Niagara,NORTH TONAWANDA,NY,14120,POINT (-78.8808 43.04106),OLIVER ST,700
Niagara,NIAGARA FALLS,NY,14304,POINT (-78.98091 43.10331),MILITARY RD,2429
New York,NEW YORK,NY,10036,POINT (-73.99203 40.75928),9TH AVE,606
New York,NEW YORK,NY,10029,POINT (-73.9427 40.79026),2ND AVE,2055
Onondaga,EAST SYRACUSE,NY,13057,POINT (-76.05863 43.07683),KIRKVILLE RD,6673
Monroe,ROCHESTER,NY,14612,POINT (-77.62625 43.23113),LAKE AVE,3345
Kings,BROOKLYN,NY,11216,POINT (-73.95142 40.68969),NOSTRAND AVE,263
Queens,FLUSHING,NY,11354,POINT (-73.83504 40.75888),39TH AVE  ROOM  F09,131-31
Queens,FLUSHING,NY,11355,POINT (-73.82921 40.75766),MAIN ST  A1,4120
Oneida,UTICA,NY,13502,POINT (-75.2505 43.09456),SUNSET AVE,1510
Queens,WOODHAVEN,NY,11421,POINT (-73.85874 40.69255),JAMAICA AVE,85-08
Albany,ALBANY,NY,12206,POINT (-73.78578 42.67636),CENTRAL AVE,709
New York,NEW YORK,NY,10021,POINT (-73.9543 40.7671),E 72ND STREET,434
